Transaction ID,Transaction Providing Organization Name,Transaction Providing Organization Id,Transaction Providing Organization Type,Transaction Providing Organization Country,Transaction Receiving Organization Name,Transaction Receiving Organization Id,Transaction Receiving Organization Type,Transaction Receiving Organization Country,Transaction Date,Transaction USD Amount,Transaction Disbursement Channel,Transaction Type,Transaction Description,Transaction Finance Type,Transaction Data Source,Transaction Data Source Url,Transaction Cluster,Transaction District,Transaction External Id Owner,Transaction External Id,Project Id,Project Title,Project Description,Project Result Description,Project Status,Project Planned Start Date,Project Planned End Date,Project Actual Start Date,Project Actual End Date,Project Total Original USD Budget,Project Funding Organization ID,Project Funding Organization Name,Project Implementing Organization ID,Project Implementing Organization Name,Project General Enquires Contact Organization,Project General Enquires Contact Department,Project General Enquires Contact Person,Project General Enquires Contact Job Title,Project General Enquires Contact Telephone,Project General Enquires Contact Emails,Project General Enquires Contact Websites,Project Cluster,Project Districts,Project Document Title,Project Document Url,Project External ID Owner,Project External ID,Project Record Data Source Name,Project Record Data Source Url
23254,Various Donors (details not yet provided),14930,Individual,Not applicable,Oxfam Great Britain,14760,National NGO,United Kingdom,24/05/2015 00:00,67846,Cash,Commitment, Emergency Shelter (through INDITEX (Corporate donation) ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,233528,71,Emergency Shelter,,,,29/04/2015,,,,1458513,14867 || 14799 || 14918 || 14930 || 14923,Private (individuals and organisations) || European Commission || United Kingdom (Government of) || Various Donors (details not yet provided) || United States of America (Government of),14760,Oxfam Great Britain,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80255/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23255,Various Donors (details not yet provided),14930,Individual,Not applicable,Oxfam Great Britain,14760,National NGO,United Kingdom,20/05/2015 00:00,1268047,Cash,Commitment,"Earthquake Relief Response -WASH, Kathmandu Valley, Sindhupalchok, Dhading (through UNICEF) ",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene",Kathmandu || Bhaktapur || Sindhupalchok || Dhading || Nuwakot || Gorkha,UN OCHA FTS,233524,72,Oxfam WASH Earthquake Response,,,,29/04/2015,,,,1053347,14824 || 14755 || 14930 || 14776 || 14867 || 14854 || 14918,Ireland (Government of) || Australia (Government of) || Various Donors (details not yet provided) || Canada (Government of) || Private (individuals and organisations) || Netherlands (Government of) || United Kingdom (Government of),14760,Oxfam Great Britain,,,,,,,,"Water, Sanitation and Hygiene",,,,UN OCHA FTS,NPL-15/WS/80250/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23256,Various Donors (details not yet provided),14930,Individual,Not applicable,Oxfam Great Britain,14760,National NGO,United Kingdom,24/05/2015 00:00,67846,Cash,Commitment,Oxfam WASH Earthquake Response (through INDITEX (Corporate donation) ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene",Not available,UN OCHA FTS,233527,72,Oxfam WASH Earthquake Response,,,,29/04/2015,,,,1053347,14824 || 14755 || 14930 || 14776 || 14867 || 14854 || 14918,Ireland (Government of) || Australia (Government of) || Various Donors (details not yet provided) || Canada (Government of) || Private (individuals and organisations) || Netherlands (Government of) || United Kingdom (Government of),14760,Oxfam Great Britain,,,,,,,,"Water, Sanitation and Hygiene",,,,UN OCHA FTS,NPL-15/WS/80250/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23257,Various Donors (details not yet provided),14930,Individual,Not applicable,Oxfam Great Britain,14760,National NGO,United Kingdom,17/06/2015 00:00,449658,Cash,Commitment,Oxfam WASH Earthquake Response ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene",Not available,UN OCHA FTS,233539,72,Oxfam WASH Earthquake Response,,,,29/04/2015,,,,1053347,14824 || 14755 || 14930 || 14776 || 14867 || 14854 || 14918,Ireland (Government of) || Australia (Government of) || Various Donors (details not yet provided) || Canada (Government of) || Private (individuals and organisations) || Netherlands (Government of) || United Kingdom (Government of),14760,Oxfam Great Britain,,,,,,,,"Water, Sanitation and Hygiene",,,,UN OCHA FTS,NPL-15/WS/80250/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23258,Ireland (Government of),14824,Government,Ireland,Oxfam Ireland,14827,International NGO,Ireland,01/05/2015 00:00,110619,Cash,Commitment,"To save lives and alleviate suffering - WASH, emergency food security and livelihoods response in Kathmandu Valley, Gorkha, Lamjung and Sindhupalchok (OXFAM ERFS 2015)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene",Kathmandu || Bhaktapur || Sindhupalchok || Gorkha || Lamjung,UN OCHA FTS,229833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23259,Japan (Government of),14831,Government,Japan,Peace Winds Japan,14834,National NGO,Japan,28/09/2015 00:00,256949,Cash,Disbursement,Support for early recovery of affected people in Nepal,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,240816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23260,Japan (Government of),14831,Government,Japan,Peace Winds Japan,14834,National NGO,Japan,04/06/2015 00:00,514265,Cash,Disbursement,Support for distribution of NFIs and construction of  shelters in Nepal ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,234713,54,"Distribution of NFIs, Shelter Kits and Provision of Earthquake Safer Trainings",,,,29/04/2015,,,,514265,14831,Japan (Government of),14834,Peace Winds Japan,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80833/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23261,Luxembourg (Government of),14843,Government,Luxembourg,Pharmaciens sans frontiere,16188,International NGO,Not applicable,13/10/2015 00:00,54691,Cash,Commitment,Reconstruction and rehabilitation (AH/PSF/2015/0001  1/2),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,238155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23262,Canada (Government of),14776,Government,Canada,Plan International Canada,16236,National NGO,Canada,23/06/2015 00:00,798722,Cash,Commitment,"To deliver a shelter response that supports appropriate, flexible, progressive solutions to affected, vulnerable populations that contributes to their own self recovery to provide a safer, more resilient and durable shelter  (D002750)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,234385,51,"To deliver a shelter response that supports appropriate, flexible, progressive solutions to affected, vulnerable populations that contributes to their own self recovery to provide a safer, more resilient and durable shelter",,,,29/04/2015,,,,1000000,14776 || 14799 || 14824 || 14923,Canada (Government of) || European Commission || Ireland (Government of) || United States of America (Government of),16055,Plan International,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80434/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23263,European Commission,14799,Multilateral,Not applicable,Plan International,16055,International NGO,Not available,28/05/2015 00:00,788573,Cash,Commitment,Natural disasters / Shelter and NFI relief to earthquake affected populations of the West and Central Development regions of Nepal. (ECHO/-SA/BUD/2015/91035),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,231407,51,"To deliver a shelter response that supports appropriate, flexible, progressive solutions to affected, vulnerable populations that contributes to their own self recovery to provide a safer, more resilient and durable shelter",,,,29/04/2015,,,,1000000,14776 || 14799 || 14824 || 14923,Canada (Government of) || European Commission || Ireland (Government of) || United States of America (Government of),16055,Plan International,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80434/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23264,Ireland (Government of),14824,Government,Ireland,Plan International,16055,International NGO,Not available,30/04/2015 00:00,541712,Inkind,Commitment,"To save lives and alleviate suffering - Tents, tarpaulins, blankets, jerry cans, water tanks, soap, kitchen sets, (UNHRD)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,229495,51,"To deliver a shelter response that supports appropriate, flexible, progressive solutions to affected, vulnerable populations that contributes to their own self recovery to provide a safer, more resilient and durable shelter",,,,29/04/2015,,,,1000000,14776 || 14799 || 14824 || 14923,Canada (Government of) || European Commission || Ireland (Government of) || United States of America (Government of),16055,Plan International,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80434/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23265,Ireland (Government of),14824,Government,Ireland,Plan International,16055,International NGO,Not available,26/04/2015 00:00,108342,Cash,Commitment,Providing Earthquake Displaced People with Immediate Life Saving Emergency Shelter Assistance (PLAN  ERFS 2015),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,229500,51,"To deliver a shelter response that supports appropriate, flexible, progressive solutions to affected, vulnerable populations that contributes to their own self recovery to provide a safer, more resilient and durable shelter",,,,29/04/2015,,,,1000000,14776 || 14799 || 14824 || 14923,Canada (Government of) || European Commission || Ireland (Government of) || United States of America (Government of),16055,Plan International,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80434/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23266,Sweden (Government of),14880,Government,Sweden,Plan International,16055,International NGO,Not available,30/04/2015 00:00,274299,Cash,Commitment,"Protective emergency education for children affected by the Nepal earthquake in Dolakha, Sindhuli, Sindhupalchok and Makwanpur ",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Education,Dolakha || Sindhuli || Sindhupalchok || Makwanpur,UN OCHA FTS,229502,70,"Protective emergency education for children affected by the Nepal earthquake in Dolakha, Sindhuli, Sindhupalchok and Makwanpur",,,,29/04/2015,,,,274299,14880,Sweden (Government of),16055,Plan International,,,,,,,,Education,,,,UN OCHA FTS,NPL-15/E/80315/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23267,United States of America (Government of),14923,Government,United States,Plan International,16055,International NGO,Not available,25/06/2015 00:00,1000000,Inkind,Disbursement,"Shelter and Settlements, WASH - Dolakha District (USAID/OFDA)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,233378,51,"To deliver a shelter response that supports appropriate, flexible, progressive solutions to affected, vulnerable populations that contributes to their own self recovery to provide a safer, more resilient and durable shelter",,,,29/04/2015,,,,1000000,14776 || 14799 || 14824 || 14923,Canada (Government of) || European Commission || Ireland (Government of) || United States of America (Government of),16055,Plan International,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80434/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23268,Luxembourg (Government of),14843,Government,Luxembourg,Private (individuals and organisations),14867,Individual,Not available,17/07/2015 00:00,96167,Cash,Commitment,Protection of children from human trafficking (AH/ECPAT/2015/0001) (through ECPAT),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Protection,Not available,UN OCHA FTS,235051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23269,Luxembourg (Government of),14843,Government,Luxembourg,Private (individuals and organisations),14867,Individual,Not available,18/06/2015 00:00,21647,Cash,Commitment,Food aid for communities affected by the earthquake (AH/AT/2015/0001) (through Les Amis du Tibet),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Food Security,Not available,UN OCHA FTS,235050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23270,Qatar (Government of),14869,Government,Qatar,Qatar Red Crescent Society,16189,National NGO,Qatar,27/04/2015 00:00,274650,Cash,Disbursement,"for emergency relief operations concerning health, sheltering, water and sanitation  ",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items || Health,Not available,UN OCHA FTS,235691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23271,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,09/05/2015 00:00,70865,Inkind,Disbursement,In-Kind - Providing shelter items - 9800 blankets (RCA-2015-005),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,232794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23272,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,10/05/2015 00:00,49823,Inkind,Disbursement,In-Kind - Providing 2000 kitchen sets and utensils (RCA-2015-009),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,232800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23273,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,08/05/2015 00:00,94010,Inkind,Disbursement,"In-Kind - Providing 15,000 packets of personal health supplies (RCA-2015-001)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Health,Not available,UN OCHA FTS,232790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23274,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,09/05/2015 00:00,300305,Inkind,Disbursement,"In-Kind - Providing 31,150 food parcels (RCA-2015-006)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Food Security,Not available,UN OCHA FTS,232795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23275,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,10/05/2015 00:00,194386,Inkind,Disbursement,In-Kind - Logistical and administrative expenses (RCA-2015-010),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,232801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23276,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,09/05/2015 00:00,51214,Inkind,Disbursement,In-Kind - Providing clothing items - 9105 jackets (RCA-2015-004),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,232793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23277,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,10/05/2015 00:00,7787,Inkind,Disbursement,In-Kind - Providing shelter items - 5000 floor mattresses (RCA-2015-008),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,232799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23278,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,09/05/2015 00:00,47726,Inkind,Disbursement,In-Kind - Providing shelter items - 6600 tarpaulin tent (RCA-2015-003),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,232792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23279,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,10/05/2015 00:00,655,Inkind,Disbursement,In-Kind - Providing 453 boxes of drinking water (RCA-2015-007),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,232798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23280,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,08/05/2015 00:00,816771,Inkind,Disbursement,in kind - Provision of assorted relief items (RCA-2015-001)  ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,230819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23281,United Arab Emirates (Government of),14917,Government,United Arab Emirates,United Arab Emirates Red Crescent Society,16190,National NGO,United Arab Emirates,01/05/2015 00:00,680643,Inkind,Disbursement,"in kind - Provide a variety of relief items (35,000 food items (rice + flour + oil + Adas + sugar), 10,000  blankets, 6000 Jackets ,15.000 parcel Personal Sanitary items, 5000 tent, 5000 Mat , 2000 parcel cooking kit ,1600 cartons of water) RCA-2015-002)  ",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items || Food Security,Not available,UN OCHA FTS,237032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23282,Australia (Government of),14755,Government,Australia,RedR,14762,Individual,Not available,01/05/2015 00:00,401606,Cash,Commitment,Emergency Supplies ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23283,European Commission,14799,Multilateral,Not applicable,Relief International,14805,Individual,Not available,28/05/2015 00:00,553097,Cash,Commitment,Natural disasters / Nepal Earthquake Response Programme - Shelter Assistance for Disaster-Affected Communities in 4 districts of Nepal (21 communities) (ECHO/-SA/BUD/2015/91034),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,231615,53,Shelter Assistance for Disaster-Affected Communities in 4 districts of Nepal (21 communities),,,,29/04/2015,,,,553097,14799,European Commission,14805,Relief International,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80816/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23284,Canada (Government of),14776,Government,Canada,Samaritan's Purse,14786,National NGO,United States,23/06/2015 00:00,798722,Cash,Commitment,"Emergency Shelter and NFIs for 15,000 households in Nuwakot, Rasuwa ,Dhading and Dolakha districts (D002512)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Nuwakot || Rasuwa || Dhading || Dolakha,UN OCHA FTS,234384,47,"Emergency Shelter and NFIs for 15,000 households in Nuwakot, Rasuwa ,Dhading and Dolakha districts",,,,29/04/2015,,,,1035876,14776,Canada (Government of),14786,Samaritan's Purse,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80339/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23285,Canada (Government of),14776,Government,Canada,Samaritan's Purse Canada,16237,National NGO,Canada,27/04/2015 00:00,237154,Cash,Commitment,Shelter and NFIs (D002512),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,229054,47,"Emergency Shelter and NFIs for 15,000 households in Nuwakot, Rasuwa ,Dhading and Dolakha districts",,,,29/04/2015,,,,1035876,14776,Canada (Government of),14786,Samaritan's Purse,,,,,,,,Shelter and Non-food Items,Not available,,,UN OCHA FTS,NPL-15/S-NF/80339/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23286,Canada (Government of),14776,Government,Canada,Save the Children Canada,16238,National NGO,Canada,27/04/2015 00:00,481348,Cash,Commitment,Shelter and NFIs (D002514),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,229671,68,Shelter support through NFIs and training,,,,29/04/2015,,,,3338177,14923 || 14799 || 14776 || 14806 || 14857 || 14867 || 14918,United States of America (Government of) || European Commission || Canada (Government of) || Finland (Government of) || Norway (Government of) || Private (individuals and organisations) || United Kingdom (Government of),14787,Save the Children,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80319/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23287,Denmark (Government of),14793,Government,Denmark,Save the Children,14787,International NGO,Not applicable,23/04/2015 00:00,217675,Cash,Commitment,Lifesaving assistance to the affected people particularly children impacted by the earthquake in the central region of Nepal (2014-24813),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Protection,Not available,UN OCHA FTS,231411,38,Provide Psychosocial and Protective Support to Children Affected by the Earthquake,,,,29/04/2015,,,,455120,14793 || 14880,Denmark (Government of) || Sweden (Government of),14787,Save the Children,,,,,,,,Protection,Not available,,,UN OCHA FTS,NPL-15/P-HR-RL/80207/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23288,European Commission,14799,Multilateral,Not applicable,Save the Children,14787,International NGO,Not applicable,20/08/2015 00:00,1803279,Cash,Commitment,"Natural disasters / Emergency Relief for Earthquake Affected Children and their Families in Dolakha, Nepal (ECHO/-SA/BUD/2015/91043)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Dolakha,UN OCHA FTS,235640,68,Shelter support through NFIs and training,,,,29/04/2015,,,,3338177,14923 || 14799 || 14776 || 14806 || 14857 || 14867 || 14918,United States of America (Government of) || European Commission || Canada (Government of) || Finland (Government of) || Norway (Government of) || Private (individuals and organisations) || United Kingdom (Government of),14787,Save the Children,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80319/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23289,European Commission,14799,Multilateral,Not applicable,Save the Children,14787,International NGO,Not applicable,01/04/2015 00:00,920910,Cash,Commitment,DIPECHO / Promoting and strengthening school safety in Nepal through operationalizing the Comprehensive School Safety Framework (CSSF) (ECHO/-SA/BUD/2015/91007),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,227695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23290,Finland (Government of),14806,Government,Finland,Save the Children,14787,International NGO,Not applicable,20/05/2015 00:00,553097,Cash,Commitment,Aid to victims of earthquakes in Nepal,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,232189,68,Shelter support through NFIs and training,,,,29/04/2015,,,,3338177,14923 || 14799 || 14776 || 14806 || 14857 || 14867 || 14918,United States of America (Government of) || European Commission || Canada (Government of) || Finland (Government of) || Norway (Government of) || Private (individuals and organisations) || United Kingdom (Government of),14787,Save the Children,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80319/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23291,Norway (Government of),14857,Government,Norway,Save the Children,14787,International NGO,Not applicable,19/05/2015 00:00,2644803,Cash,Disbursement,Shelter support through NFIs and training ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,230697,68,Shelter support through NFIs and training,,,,29/04/2015,,,,3338177,14923 || 14799 || 14776 || 14806 || 14857 || 14867 || 14918,United States of America (Government of) || European Commission || Canada (Government of) || Finland (Government of) || Norway (Government of) || Private (individuals and organisations) || United Kingdom (Government of),14787,Save the Children,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80319/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23292,Private (individuals and organisations),14867,Individual,Not available,Save the Children,14787,International NGO,Not applicable,15/03/2015 00:00,114068,Cash,Pledge,"Carnival Australia's CEO Ann Sherry pledged A$150,000 as an immediate contribution to cyclone ravaged Vanuatu, with an immediate focus is to work with Save the Children to deliver urgently needed help on the ground in places where villages have been wiped out. ",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,227021,68,Shelter support through NFIs and training,,,,29/04/2015,,,,3338177,14923 || 14799 || 14776 || 14806 || 14857 || 14867 || 14918,United States of America (Government of) || European Commission || Canada (Government of) || Finland (Government of) || Norway (Government of) || Private (individuals and organisations) || United Kingdom (Government of),14787,Save the Children,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80319/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
