Transaction ID,Transaction Providing Organization Name,Transaction Providing Organization Id,Transaction Providing Organization Type,Transaction Providing Organization Country,Transaction Receiving Organization Name,Transaction Receiving Organization Id,Transaction Receiving Organization Type,Transaction Receiving Organization Country,Transaction Date,Transaction USD Amount,Transaction Disbursement Channel,Transaction Type,Transaction Description,Transaction Finance Type,Transaction Data Source,Transaction Data Source Url,Transaction Cluster,Transaction District,Transaction External Id Owner,Transaction External Id,Project Id,Project Title,Project Description,Project Result Description,Project Status,Project Planned Start Date,Project Planned End Date,Project Actual Start Date,Project Actual End Date,Project Total Original USD Budget,Project Funding Organization ID,Project Funding Organization Name,Project Implementing Organization ID,Project Implementing Organization Name,Project General Enquires Contact Organization,Project General Enquires Contact Department,Project General Enquires Contact Person,Project General Enquires Contact Job Title,Project General Enquires Contact Telephone,Project General Enquires Contact Emails,Project General Enquires Contact Websites,Project Cluster,Project Districts,Project Document Title,Project Document Url,Project External ID Owner,Project External ID,Project Record Data Source Name,Project Record Data Source Url
22772,Nikon,16089,Private Sector,United States,Japanese Red Cross,16229,National NGO,Japan,27/05/2015 00:00,43000,Cash,Commitment,"In response to this tragedy and to extend an immediate support to the victims and affected areas, the Nikon group has decided to provide close to USD 43,000 of financial assistance to the Japanese Red Cross.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22773,Nissan,16090,Private Sector,United States,World Food Programme (WFP),14763,Multilateral,Not applicable,27/05/2015 00:00,10000,Cash,Commitment,"Nissan will donate over 10 million yen, equivalent to about USD 10,000, to the World Food Programme, which is aiding rescue efforts by providing food for the people in the affected areas of Nepal.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Food Security,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22774,Norway (Government of),14857,Government,Norway,Nepal  (Government of),16172,Government,Nepal,25/06/2015 00:00,32800000,Cash,Pledge,"Pledged during the International Conference on Nepal's Reconstruction (INCR). Please note: Norway promised an additional NOK100m during the conference, thereby not including previously announce support in their ICNR pledge. In order to be consistent across all donors we report here the total of NOK230m (USD32,8m).",Grant,Norway Embassy Kathmandu,http://www.norway.org.np/Norway_and_Nepal/News_and_events/Norway-increases-humanitarian-support-to-Nepal/#.VZTISEb-U8I,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22777,Pakistan (Government of),14864,Government,Pakistan,Nepal  (Government of),16172,Government,Nepal,25/06/2015 00:00,1000000,Cash,Pledge,Pledged during the International Conference on Nepal's Reconstruction (INCR),Grant,Ekantipur,http://www.ekantipur.com/2015/06/25/top-story/over-3.5-bn-aid-pledged-during-donor-conference/407036.html,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22778,Panasonic,16093,Private Sector,United States,Japan Platform,16094,National NGO,Japan,27/05/2015 00:00,90000,Cash,Commitment,"In addition to Panasonic Corporation and Panasonic group companies in India donating monetary and in-kind donations valued at over USD 50,000, Panasonic will also donate another estimated USD 40,000 to Japan Platform. Panasonic Group Companies in India will be donating supplies, including 250 solar lantern units, 10,000 dry cell battery pieces, and 1,000 flash lights.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22783,Philadelphia Insurance Company,16099,Private Sector,United States,American Red Cross,16178,National NGO,United States,01/01/1970 00:00,25000,Cash,Commitment,"Philadelphia Insurance Company is making a $25,000 donation to Nepal Earthquake relief efforts via the American Red Cross.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22785,Prabhu Group,16101,Private Sector,Nepal,Namdu VDC of Dolakha,16102,Individual,Not available,01/01/1970 00:00,9852,Inkind,Disbursement,,Grant,Online Khabar,http://www.onlinekhabar.com/2015/05/274967/,Shelter and Non-food Items,Dolakha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22787,Qualcomm Inc.,16104,Private Sector,United States,Mercy Corps,14922,International NGO,Not applicable,01/01/1970 00:00,100000,Cash,Commitment,"Qualcomm Incorporated is contributing US$100,000 to Mercy Corps to assist with disaster relief and response efforts.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22790,Royal Bank of Canada,16107,Private Sector,Canada,Canadian Red Cross,16181,National NGO,Canada,01/01/1970 00:00,75000,Cash,Commitment,"The Royal Bank of Canada announced its support of relief efforts in Nepal through a $75,000 donation to the Canadian Red Cross.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22791,SAP,16108,Private Sector,Germany,German Red Cross,16176,National NGO,Germany,27/05/2015 00:00,112000,Cash,Commitment,"SAP will donate EUR 100,000 through the SAP Foundation to aid immediate relief efforts for the thousands of victims of the disastrous earthquake in Nepal. This donation will support the German Red Cross, which has sent aircraft with 60 tons of relief supplies, including family tents, blankets, hygiene kits, cooking sets and water canisters, as well as a drinking water treatment plant to Nepal.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Logistics,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22792,Scotiabank,16109,Private Sector,Canada,Canadian Red Cross,16181,National NGO,Canada,27/05/2015 00:00,50000,Cash,Commitment,"In addition to encouraging Canadians to donate to relief efforts at their local Scotiabank branch locations, Scotiabank is also donating USD 50,000 to the Canadian Red Cross.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22793,Sealed Air,16110,Private Sector,United States,American Red Cross,16178,National NGO,United States,01/01/1970 00:00,25000,Cash,Commitment,"Sealed Air will be donating USD 25,000 to the American Red Cross, earmarked for Nepal earthquake aid. Additionally, employees may make voluntary donations through a Sealed Air-branded American Red Cross global micro site. The company will mobilize hotel customers to do Linens for Life, recycling hotels’ towels, bed sheets and pillow cases and will work with distributors in Nepal to donate hospital sanitizers and floor care product overstocks. In addition, company employees in India will be organizing a clothing drive.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22795,Sega Games,16112,Private Sector,United States,Japanese Red Cross,16229,National NGO,Japan,27/05/2015 00:00,16800,Cash,Commitment,"Sega Games will donate two million yen, an equivalent of USD 16,800 to the Japanese Red Cross. In addition, the gaming company will also donate all revenue from a variety of its in-game purchases to relief efforts in Nepal.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22796,Shaw Communications,16113,Private Sector,United States,Canadian Red Cross,16181,National NGO,Canada,27/05/2015 00:00,100000,Cash,Commitment,"Shaw Communications of Calgary, Alberta announced that it will match employee donations up to a total of USD 100,000 for the Canadian Red Cross.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Not available,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22797,Simpson Strong-Tie,16114,Private Sector,United States,American Red Cross,16178,National NGO,United States,27/05/2015 00:00,10000,Cash,Commitment,"Simpson Strong-Tie announced it will make a USD 10,000 donation through the Red Cross to assist in relief response and recovery efforts following the 7.8 magnitude earthquake and powerful aftershocks.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22798,South Korea (Government of),16115,Government,"Korea, Republic of",Nepal  (Government of),16172,Government,Nepal,25/06/2015 00:00,10000000,Cash,Pledge,Pledged during the International Conference on Nepal's Reconstruction (INCR),Grant,Ekantipur,http://www.ekantipur.com/2015/06/25/top-story/over-3.5-bn-aid-pledged-during-donor-conference/407036.html,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22801,Sri Lanka (Government of),14879,Government,Sri Lanka,Nepal  (Government of),16172,Government,Nepal,25/06/2015 00:00,1500000,Cash,Pledge,Pledged during the International Conference on Nepal's Reconstruction (INCR),Grant,Ekantipur,http://www.ekantipur.com/2015/06/25/top-story/4.4-bn-aid-pledged-during-donor-conference/407036.html,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22802,Starbucks,16118,Private Sector,United States,American Red Cross,16178,National NGO,United States,27/05/2015 00:00,150000,Cash,Commitment,"The Starbucks Foundation will donate USD 150,000 to the American Red Cross for immediate relief and will monitor the long-term rebuilding in the country.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22803,Sun Life Financial,16119,Private Sector,Canada,American Red Cross,16178,National NGO,United States,27/05/2015 00:00,50000,Cash,Commitment,"Sun Life Financial reports a USD 50,000 donation to the Canadian Red Cross to assist in recovery efforts.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22806,Swisscom,16122,Private Sector,United States,Swiss Solidarity,16123,National NGO,Switzerland,01/01/1970 00:00,270000,Cash,Commitment,"Swisscom has announced an estimated $270,000 USD (CHF 250,000) donation to Nepal relief efforts through Swiss Solidarity. In addition, Swisscom is waiving all call charges to and from Nepal through May.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22807,Switzerland (Government of),14883,Government,Switzerland,Nepal  (Government of),16172,Government,Nepal,25/06/2015 00:00,25000000,Cash,Pledge,Pledged during the International Conference on Nepal's Reconstruction (INCR),Grant,Ekantipur,http://www.ekantipur.com/2015/06/25/top-story/over-3.5-bn-aid-pledged-during-donor-conference/407036.html,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22809,Tangerine,16125,Private Sector,Canada,American Red Cross,16178,National NGO,United States,27/05/2015 00:00,41000,Cash,Commitment,"Tangerine, a direct banking service in Canada, is encouraging clients to donate to the Canadian Red Cross through their checking accounts and promises to match customer donations up to a toal of around USD 41,000 USD.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22811,TD Bank Group,16127,Private Sector,Nepal,American Red Cross,16178,National NGO,United States,27/05/2015 00:00,50000,Cash,Commitment,"TD Bank Group announced on April 27th their commitment to helping victims of Nepal's earthquake with a USD 50,000 donation the Red Cross.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Shelter and Non-food Items,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22815,Toyota,16131,Private Sector,Nepal,Japan Platform,16094,National NGO,Japan,27/05/2015 00:00,84000,Cash,Commitment,"To support local relief efforts, Toyota Motor Corporation and Toyota Tsusho Corporation will be making a combined donation of 10 million yen, or about USD 84,000. This will be provided through Japan Platform, a emergency humanitarian aid organization. In addition, Toyota U.S. will match employee donations up to USD 50,000 through May 31, 2015.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Not available,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22816,Trinity Broadcasting Network,16132,Private Sector,Nepal,Samaritan's Purse,14786,National NGO,United States,27/05/2015 00:00,100000,Cash,Disbursement,"Trinity Broadcasting Network (TBN) is partnering with Samaritan's Purse, a humanitarian group headed by Franklin Graham which has a disaster response team and medical personnel on the ground in Katmandu, Nepal. Samaritan's Purse has dispatched an initial airlift of 60 tons of relief supplies to the area. Immediately following news of the earthquake, TBN forwarded a check for USD 100,000 to Samaritan's Purse to help with the group's emergency outreach.",Grant,US Chamber of Commerce Foundation,http://www.uschamberfoundation.org/corporate-citizenship-center/nepal-earthquake-corporate-aid-tracker,Health,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22817,Turkey (Government of),14887,Government,Turkey,Nepal  (Government of),16172,Government,Nepal,25/06/2015 00:00,2000000,Cash,Pledge,Pledged during the International Conference on Nepal's Reconstruction (INCR),Grant,Ekantipur,http://www.ekantipur.com/2015/06/25/top-story/4.4-bn-aid-pledged-during-donor-conference/407036.html,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
